osisRef,chrono_num,bookOrder,chapter.true,verse.true,verseText,handcoded.sentiment,deberta,deberta.hybrid
Acts.25.16,4,44,25,16,"To whom I answered, It is not the manner of the Romans to deliver any man to die, before that he which is accused have the accusers face to face, and have licence to answer for himself concerning the crime laid against him.",NA,negative,negative
Rom.4.18,4,45,4,18,"Who against hope believed in hope, that he might become the father of many nations, according to that which was spoken, So shall thy seed be.",NA,positive,positive
Rom.4.19,4,45,4,19,"And being not weak in faith, he considered not his own body now dead, when he was about an hundred years old, neither yet the deadness of Sara’s womb:",positive,NA,positive
Rom.4.20,4,45,4,20,"He staggered not at the promise of God through unbelief; but was strong in faith, giving glory to God;",NA,positive,positive
1Tim.3.1,4,54,3,1,"This is a true saying, If a man desire the office of a bishop, he desireth a good work.",NA,positive,positive
1Tim.3.2,4,54,3,2,"A bishop then must be blameless, the husband of one wife, vigilant, sober, of good behaviour, given to hospitality, apt to teach;",positive,NA,positive
1Tim.3.3,4,54,3,3,"Not given to wine, no striker, not greedy of filthy lucre; but patient, not a brawler, not covetous;",NA,negative,negative
1Tim.3.4,4,54,3,4,"One that ruleth well his own house, having his children in subjection with all gravity;",NA,positive,positive
1Tim.3.5,4,54,3,5,"For if a man know not how to rule his own house, how shall he take care of the church of God?)",NA,negative,negative
1Tim.3.6,4,54,3,6,"Not a novice, lest being lifted up with pride he fall into the condemnation of the devil.",NA,negative,negative
1Tim.3.7,4,54,3,7,Moreover he must have a good report of them which are without; lest he fall into reproach and the snare of the devil.,NA,negative,negative
1Tim.3.8,4,54,3,8,"Likewise must the deacons be grave, not doubletongued, not given to much wine, not greedy of filthy lucre;",NA,negative,negative
1Tim.4.6,4,54,4,6,"If thou put the brethren in remembrance of these things, thou shalt be a good minister of Jesus Christ, nourished up in the words of faith and of good doctrine, whereunto thou hast attained.",NA,positive,positive
1Tim.4.7,4,54,4,7,"But refuse profane and old wives’ fables, and exercise thyself rather unto godliness.",neutral,NA,neutral
1Tim.4.8,4,54,4,8,"For bodily exercise profiteth little: but godliness is profitable unto all things, having promise of the life that now is, and of that which is to come.",NA,positive,positive
1Tim.5.1,4,54,5,1,"Rebuke not an elder, but intreat him as a father; and the younger men as brethren;",positive,NA,positive
1Tim.5.2,4,54,5,2,"The elder women as mothers; the younger as sisters, with all purity.",positive,NA,positive
1Tim.5.3,4,54,5,3,Honour widows that are widows indeed.,positive,NA,positive
1Tim.5.4,4,54,5,4,"But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God.",positive,NA,positive
1Tim.5.5,4,54,5,5,"Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day.",neutral,NA,neutral
1Tim.5.6,4,54,5,6,But she that liveth in pleasure is dead while she liveth.,negative,NA,negative
1Tim.5.7,4,54,5,7,"And these things give in charge, that they may be blameless.",neutral,NA,neutral
1Tim.5.8,4,54,5,8,"But if any provide not for his own, and specially for those of his own house, he hath denied the faith, and is worse than an infidel.",NA,negative,negative
1Tim.5.9,4,54,5,9,"Let not a widow be taken into the number under threescore years old, having been the wife of one man,",neutral,NA,neutral
1Tim.5.10,4,54,5,10,"Well reported of for good works; if she have brought up children, if she have lodged strangers, if she have washed the saints’ feet, if she have relieved the afflicted, if she have diligently followed every good work.",NA,positive,positive
1Tim.5.16,4,54,5,16,"If any man or woman that believeth have widows, let them relieve them, and let not the church be charged; that it may relieve them that are widows indeed.",NA,negative,negative
1Tim.5.17,4,54,5,17,"Let the elders that rule well be counted worthy of double honour, especially they who labour in the word and doctrine.",positive,NA,positive
1Tim.5.18,4,54,5,18,"For the scripture saith, Thou shalt not muzzle the ox that treadeth out the corn. And, The labourer is worthy of his reward.",NA,positive,positive
1Tim.5.19,4,54,5,19,"Against an elder receive not an accusation, but before two or three witnesses.",neutral,NA,neutral
1Tim.5.20,4,54,5,20,"Them that sin rebuke before all, that others also may fear.",NA,negative,negative
1Tim.5.21,4,54,5,21,"I charge thee before God, and the Lord Jesus Christ, and the elect angels, that thou observe these things without preferring one before another, doing nothing by partiality.",NA,positive,positive
Titus.1.4,4,56,1,4,"To Titus, mine own son after the common faith: Grace, mercy, and peace, from God the Father and the Lord Jesus Christ our Saviour.",NA,positive,positive
Titus.1.5,4,56,1,5,"For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee:",neutral,NA,neutral
Titus.1.6,4,56,1,6,"If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly.",NA,positive,positive
Titus.1.7,4,56,1,7,"For a bishop must be blameless, as the steward of God; not selfwilled, not soon angry, not given to wine, no striker, not given to filthy lucre;",NA,negative,negative
Titus.1.8,4,56,1,8,"But a lover of hospitality, a lover of good men, sober, just, holy, temperate;",NA,positive,positive
Titus.1.9,4,56,1,9,"Holding fast the faithful word as he hath been taught, that he may be able by sound doctrine both to exhort and to convince the gainsayers.",positive,NA,positive
Titus.1.10,4,56,1,10,"For there are many unruly and vain talkers and deceivers, specially they of the circumcision:",NA,negative,negative
Titus.2.1,4,56,2,1,But speak thou the things which become sound doctrine:,NA,positive,positive
Titus.2.2,4,56,2,2,"That the aged men be sober, grave, temperate, sound in faith, in charity, in patience.",positive,NA,positive
Titus.2.3,4,56,2,3,"The aged women likewise, that they be in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things;",NA,negative,negative
Titus.2.4,4,56,2,4,"That they may teach the young women to be sober, to love their husbands, to love their children,",NA,positive,positive
Titus.2.5,4,56,2,5,"To be discreet, chaste, keepers at home, good, obedient to their own husbands, that the word of God be not blasphemed.",NA,positive,positive
Titus.2.6,4,56,2,6,Young men likewise exhort to be sober minded.,NA,positive,positive
Phlm.1.8,4,57,1,8,"Wherefore, though I might be much bold in Christ to enjoin thee that which is convenient,",NA,positive,positive
Phlm.1.9,4,57,1,9,"Yet for love’s sake I rather beseech thee, being such an one as Paul the aged, and now also a prisoner of Jesus Christ.",NA,positive,positive
Phlm.1.10,4,57,1,10,"I beseech thee for my son Onesimus, whom I have begotten in my bonds:",NA,positive,positive
Heb.11.1,4,58,11,1,"Now faith is the substance of things hoped for, the evidence of things not seen.",NA,positive,positive
Heb.11.2,4,58,11,2,For by it the elders obtained a good report.,positive,NA,positive
Heb.11.3,4,58,11,3,"Through faith we understand that the worlds were framed by the word of God, so that things which are seen were not made of things which do appear.",NA,positive,positive
Heb.11.10,4,58,11,10,"For he looked for a city which hath foundations, whose builder and maker is God.",NA,positive,positive
Heb.11.11,4,58,11,11,"Through faith also Sara herself received strength to conceive seed, and was delivered of a child when she was past age, because she judged him faithful who had promised.",NA,positive,positive
Heb.11.12,4,58,11,12,"Therefore sprang there even of one, and him as good as dead, so many as the stars of the sky in multitude, and as the sand which is by the sea shore innumerable.",NA,negative,negative
Jas.1.26,4,59,1,26,"If any man among you seem to be religious, and bridleth not his tongue, but deceiveth his own heart, this man’s religion is vain.",NA,negative,negative
Jas.1.27,4,59,1,27,"Pure religion and undefiled before God and the Father is this, To visit the fatherless and widows in their affliction, and to keep himself unspotted from the world.",positive,NA,positive
Jas.5.13,4,59,5,13,Is any among you afflicted? let him pray. Is any merry? let him sing psalms.,NA,positive,positive
Jas.5.14,4,59,5,14,"Is any sick among you? let him call for the elders of the church; and let them pray over him, anointing him with oil in the name of the Lord:",positive,NA,positive
Jas.5.15,4,59,5,15,"And the prayer of faith shall save the sick, and the Lord shall raise him up; and if he have committed sins, they shall be forgiven him.",NA,positive,positive
1Pet.3.9,4,60,3,9,"Not rendering evil for evil, or railing for railing: but contrariwise blessing; knowing that ye are thereunto called, that ye should inherit a blessing.",NA,positive,positive
1Pet.3.10,4,60,3,10,"For he that will love life, and see good days, let him refrain his tongue from evil, and his lips that they speak no guile:",NA,positive,positive
1Pet.3.11,4,60,3,11,"Let him eschew evil, and do good; let him seek peace, and ensue it.",NA,positive,positive
1Pet.5.1,4,60,5,1,"The elders which are among you I exhort, who am also an elder, and a witness of the sufferings of Christ, and also a partaker of the glory that shall be revealed:",NA,positive,positive
1Pet.5.2,4,60,5,2,"Feed the flock of God which is among you, taking the oversight thereof, not by constraint, but willingly; not for filthy lucre, but of a ready mind;",NA,positive,positive
1Pet.5.4,4,60,5,4,"And when the chief Shepherd shall appear, ye shall receive a crown of glory that fadeth not away.",NA,positive,positive
1Pet.5.5,4,60,5,5,"Likewise, ye younger, submit yourselves unto the elder. Yea, all of you be subject one to another, and be clothed with humility: for God resisteth the proud, and giveth grace to the humble.",neutral,NA,neutral
1Pet.5.6,4,60,5,6,"Humble yourselves therefore under the mighty hand of God, that he may exalt you in due time:",NA,positive,positive
